customer_id,first_name,last_name,gender,DOB,job_industry_category,job_title,wealth_segment,deceased_indicator,owns_car,address
750,Izaak,Gisborne,Male,1995-04-08 00:00:00,Retail,Analyst Programmer,Affluent Customer,N,Yes,00 Evergreen Center
751,Amie,Dufty,Female,2001-10-31 00:00:00,Financial Services,Business Systems Development Analyst,Affluent Customer,N,No,80 Maple Avenue
752,Kalil,Palombi,Male,1961-06-27 00:00:00,Financial Services,Speech Pathologist,High Net Worth,N,No,43 Jana Way
753,Josy,St. Quentin,Female,1970-03-07 00:00:00,Health,Food Chemist,Affluent Customer,Y,Yes,195 Knutson Place
754,Patsy,Beefon,Female,1979-07-28 00:00:00,Financial Services,Senior Financial Analyst,Mass Customer,N,No,9 Melby Park
755,Baily,Imison,Male,1993-07-13 00:00:00,Financial Services,Senior Cost Accountant,Mass Customer,N,No,4 Vahlen Junction
756,Carin,Lauthian,Female,1974-09-25 00:00:00,Manufacturing,Computer Systems Analyst IV,Mass Customer,N,Yes,6330 Monica Way
757,Kinsley,Klimus,Male,1977-05-13 00:00:00,Financial Services,Environmental Tech,Mass Customer,N,No,7101 Gulseth Hill
758,Teena,Birrel,Female,1967-04-07 00:00:00,Manufacturing,,High Net Worth,N,Yes,983 2nd Road
759,Mitchel,Schimek,Male,1963-04-18 00:00:00,Health,Clinical Specialist,High Net Worth,N,No,08 Vidon Center
760,Shamus,Fyndon,Male,1978-03-02 00:00:00,,Assistant Professor,Mass Customer,N,Yes,36 Helena Drive
761,Vaughan,McCromley,Male,1977-11-27 00:00:00,Health,Media Manager II,Affluent Customer,N,Yes,20554 Orin Place
762,Kerwin,Jossel,Male,1980-03-06 00:00:00,,Environmental Specialist,Mass Customer,N,Yes,3903 Messerschmidt Park
763,Benita,Cuffley,Female,1987-11-05 00:00:00,Manufacturing,Computer Systems Analyst IV,Affluent Customer,N,No,64 Muir Lane
764,Samuel,Stiff,Male,1977-03-16 00:00:00,Financial Services,Environmental Tech,Mass Customer,N,Yes,06495 Swallow Terrace
765,Valeria,Chazette,Female,1984-08-31 00:00:00,Retail,,Affluent Customer,N,No,033 Loftsgordon Center
766,Nonna,Hun,Female,1975-04-22 00:00:00,Retail,,Mass Customer,N,Yes,80 Scofield Alley
767,Gustav,Kos,Male,1955-12-16 00:00:00,Manufacturing,Budget/Accounting Analyst II,High Net Worth,N,No,64 Milwaukee Pass
768,Alexia,Wolford,Female,1974-01-14 00:00:00,Argiculture,Web Developer IV,Affluent Customer,N,Yes,50851 Vahlen Avenue
769,Cameron,Letherbury,Male,1961-12-28 00:00:00,IT,Analog Circuit Design manager,Mass Customer,N,No,88 Bay Drive
770,Zara,Maccaddie,Female,1984-02-05 00:00:00,IT,Software Consultant,High Net Worth,N,Yes,0 Thompson Road
771,Lammond,MacGeffen,Male,1964-03-12 00:00:00,,,Affluent Customer,N,Yes,99 Elka Street
772,Lorianna,Vidyapin,Female,1998-12-26 00:00:00,Entertainment,Community Outreach Specialist,Mass Customer,N,No,2699 Crest Line Way
773,Robbie,Handaside,Male,1985-02-12 00:00:00,Financial Services,,Affluent Customer,N,Yes,6 Melody Trail
774,Phelia,Perotti,Female,1998-11-27 00:00:00,Manufacturing,Operator,High Net Worth,N,No,90 New Castle Trail
775,Nikita,Kilby,Male,1982-09-21 00:00:00,Manufacturing,Accounting Assistant IV,Affluent Customer,N,No,2570 Wayridge Park
776,Stanley,Seven,Male,1980-09-24 00:00:00,Financial Services,Financial Analyst,High Net Worth,N,No,70 Old Gate Street
777,Wolfgang,Tarrier,Male,1993-01-09 00:00:00,Financial Services,Paralegal,High Net Worth,N,No,3 Magdeline Terrace
778,Stacy,Pozzi,Male,1976-11-17 00:00:00,Manufacturing,Assistant Professor,High Net Worth,N,No,36744 Birchwood Center
779,Maddy,Larrat,Female,1992-02-10 00:00:00,Health,Staff Accountant III,High Net Worth,N,No,68 Chinook Street
780,Kim,,Female,1973-10-12 00:00:00,Financial Services,Professor,Mass Customer,N,No,0 Valley Edge Plaza
781,Elvis,O'Leagham,Male,1958-11-15 00:00:00,Manufacturing,Legal Assistant,Mass Customer,N,No,8 Starling Trail
782,Bevvy,Siegertsz,Female,1976-08-29 00:00:00,Manufacturing,Geological Engineer,Mass Customer,N,No,3 Crest Line Plaza
783,Rudd,Strangeways,Male,1985-07-25 00:00:00,Retail,Information Systems Manager,Affluent Customer,N,No,0601 Stephen Place
784,Frederik,Duckett,Male,1977-01-24 00:00:00,IT,Accounting Assistant III,High Net Worth,N,Yes,00 Mockingbird Junction
785,Anthea,Guesford,Female,1979-08-26 00:00:00,Manufacturing,Assistant Professor,Mass Customer,N,Yes,37817 Burning Wood Circle
786,Francklin,Ubanks,Male,1985-02-14 00:00:00,Financial Services,,Affluent Customer,N,No,02353 Kropf Lane
787,Norma,Batrim,Female,1996-12-15 00:00:00,Retail,,Affluent Customer,N,Yes,79 Arkansas Drive
788,Gregg,Townsend,Male,1964-07-01 00:00:00,Health,Social Worker,Mass Customer,N,No,4085 Jackson Hill
789,Gabrielle,Giraudot,Female,1978-04-28 00:00:00,Manufacturing,Geological Engineer,Affluent Customer,N,Yes,57 Gulseth Terrace
790,Yvonne,,Female,1968-03-24 00:00:00,,Senior Editor,Affluent Customer,N,No,52737 Morningstar Crossing
791,Tootsie,Hurt,Female,1968-09-29 00:00:00,Manufacturing,Professor,Mass Customer,N,Yes,866 Rockefeller Junction
792,Mitch,Rains,Male,1975-11-19 00:00:00,,Structural Engineer,High Net Worth,N,Yes,414 Kensington Lane
793,Kissie,Delong,Female,1989-01-30 00:00:00,Financial Services,Actuary,High Net Worth,N,Yes,81 Holy Cross Alley
794,Scott,Ommundsen,Male,1955-05-12 00:00:00,Financial Services,Compensation Analyst,Affluent Customer,N,Yes,1 Loomis Parkway
795,Cassy,Awdry,Female,1973-08-20 00:00:00,Financial Services,Environmental Tech,High Net Worth,N,No,572 Brown Circle
796,Ira,Lamlin,Female,1997-05-27 00:00:00,Financial Services,Financial Analyst,Mass Customer,N,No,92344 Oakridge Drive
797,Meridel,Rawet,Female,1973-10-20 00:00:00,Financial Services,Internal Auditor,Mass Customer,N,No,1626 Dawn Street
798,Dorita,Blackburne,Female,1988-05-20 00:00:00,Financial Services,Teacher,High Net Worth,N,No,845 Talisman Pass
799,Harland,Spilisy,U,,IT,Programmer I,Mass Customer,N,Yes,1899 Manley Court
800,Quint,Popov,Male,1978-12-31 00:00:00,Manufacturing,Account Coordinator,Mass Customer,N,No,15067 Commercial Pass
801,Bertram,Linn,Male,1980-10-08 00:00:00,,Geologist IV,Affluent Customer,N,No,80932 5th Street
802,Ailyn,Carberry,Female,1986-02-20 00:00:00,Financial Services,Financial Analyst,Mass Customer,N,No,018 Erie Point
803,Nina,Murcutt,Female,1999-11-11 00:00:00,Manufacturing,Nuclear Power Engineer,High Net Worth,N,No,40402 Moulton Park
804,Henrietta,Seater,Female,1999-06-17 00:00:00,,Technical Writer,High Net Worth,N,Yes,246 Norway Maple Trail
805,Jorrie,Hanhardt,Female,1960-04-19 00:00:00,Manufacturing,Electrical Engineer,Mass Customer,N,No,2 Autumn Leaf Plaza
806,Carter,Kaesmakers,Male,1992-07-28 00:00:00,Retail,Sales Representative,Mass Customer,N,Yes,808 Starling Place
807,Lorne,Quested,Female,1980-11-25 00:00:00,,Safety Technician I,Affluent Customer,N,No,5409 Mandrake Circle
808,Nigel,Phippard,Male,1979-11-21 00:00:00,Health,Social Worker,High Net Worth,N,Yes,786 Bonner Drive
809,Nevsa,Washtell,Female,1977-10-23 00:00:00,Health,Biostatistician III,Mass Customer,N,No,7175 Orin Junction
810,Fawnia,Bartrum,Female,1998-04-04 00:00:00,Health,Software Test Engineer IV,Mass Customer,N,Yes,8208 Lotheville Street
811,Ive,Chapelhow,Male,1984-01-13 00:00:00,,Nurse Practicioner,Mass Customer,N,No,25689 Eastlawn Crossing
812,Coral,Dunkirk,Female,1989-09-22 00:00:00,Financial Services,,Mass Customer,N,No,44 Lakewood Gardens Pass
813,Lisette,Nesbit,Female,1962-03-21 00:00:00,Health,Account Representative III,Mass Customer,N,No,87 Twin Pines Plaza
814,Raffarty,Giacomoni,Male,1959-12-23 00:00:00,Manufacturing,Analog Circuit Design manager,Mass Customer,N,No,65 Sachtjen Park
815,Caryn,Sampey,Female,1974-07-06 00:00:00,Manufacturing,,Mass Customer,N,Yes,84 Loomis Pass
816,Donni,Boor,Female,1957-01-10 00:00:00,Manufacturing,Product Engineer,Mass Customer,N,No,58047 Westport Road
817,Niel,Abilowitz,Male,1992-04-08 00:00:00,Financial Services,Editor,Mass Customer,N,Yes,59000 American Center
818,Beverie,Bosanko,Female,1973-12-21 00:00:00,Manufacturing,Chemical Engineer,Mass Customer,N,No,659 Scofield Street
819,Temp,Thebeau,Male,1975-07-17 00:00:00,Manufacturing,Associate Professor,Affluent Customer,N,Yes,388 Weeping Birch Plaza
820,Cecilia,Chipchase,Female,1977-01-06 00:00:00,Financial Services,,High Net Worth,N,No,09413 Holmberg Terrace
821,Gregoor,Aronovitz,Male,1981-07-24 00:00:00,Financial Services,Financial Analyst,Mass Customer,N,Yes,8640 Village Junction
822,Ardis,Tomlett,Female,1974-10-23 00:00:00,Health,Sales Associate,High Net Worth,N,No,177 Sheridan Trail
823,Stesha,Morecombe,Female,1990-02-17 00:00:00,Manufacturing,Internal Auditor,Affluent Customer,N,No,1 Oriole Alley
824,Fleurette,Whardley,Female,1977-02-27 00:00:00,Financial Services,Financial Advisor,Affluent Customer,N,Yes,8925 Ryan Trail
825,Willis,Whyler,Male,1975-08-15 00:00:00,,Computer Systems Analyst IV,Affluent Customer,N,Yes,77 Nova Junction
826,Marc,Waddilove,Male,1998-12-25 00:00:00,Financial Services,Recruiting Manager,Mass Customer,N,Yes,43 Esker Pass
827,Phillis,Rudwell,Female,1996-05-07 00:00:00,Health,,Affluent Customer,N,No,205 Melody Circle
828,Darda,Kernocke,Female,1957-12-14 00:00:00,Health,,Mass Customer,N,Yes,44997 Anniversary Way
829,Byran,Goodfield,Male,2001-01-22 00:00:00,Financial Services,Environmental Tech,High Net Worth,N,Yes,4444 Bunting Point
830,Jayson,Chilcott,Male,1981-05-31 00:00:00,Manufacturing,VP Quality Control,Affluent Customer,N,No,3 Washington Plaza
831,Teddy,Keijser,Male,1973-04-20 00:00:00,Financial Services,Paralegal,Affluent Customer,N,No,285 Aberg Point
832,Shaun,Murphey,Male,1977-11-30 00:00:00,Retail,Research Assistant IV,Mass Customer,N,No,4 Sachtjen Avenue
833,Wadsworth,Hubane,Male,1995-10-03 00:00:00,,Safety Technician II,High Net Worth,N,Yes,055 Dakota Pass
834,Rudolf,Brandes,Male,1973-04-07 00:00:00,Financial Services,Environmental Tech,Mass Customer,N,No,6 Green Ridge Circle
835,Zachary,Matyukon,Male,1968-04-22 00:00:00,Manufacturing,Electrical Engineer,Mass Customer,N,Yes,6841 Dawn Drive
836,Clemence,Vautre,Female,1990-04-02 00:00:00,Financial Services,Actuary,Mass Customer,N,Yes,74251 Golden Leaf Lane
837,Derick,Fasler,Male,1957-01-11 00:00:00,,Internal Auditor,Mass Customer,N,Yes,2 Dwight Street
838,Hayden,Heersema,Male,1971-02-03 00:00:00,Financial Services,Financial Advisor,High Net Worth,N,No,511 Gulseth Plaza
839,Charis,Greaves,U,,IT,Structural Analysis Engineer,Mass Customer,N,Yes,71801 Grover Point
840,Chas,Carabet,Male,1964-06-20 00:00:00,Financial Services,VP Sales,Affluent Customer,N,Yes,69 Hovde Plaza
841,Hanan,McGreay,Male,1966-09-22 00:00:00,Manufacturing,Marketing Manager,Affluent Customer,N,Yes,3387 Warrior Court
842,Mahmud,Dobbson,Male,1999-08-16 00:00:00,Financial Services,Compensation Analyst,High Net Worth,N,No,7837 Derek Street
843,Salomone,Sleford,Male,1989-09-05 00:00:00,Manufacturing,Developer II,Affluent Customer,N,Yes,00 Algoma Crossing
844,Tome,Tyt,Male,1978-01-13 00:00:00,Financial Services,Nurse Practicioner,High Net Worth,N,No,341 Londonderry Point
845,Koressa,Maris,Female,1973-12-24 00:00:00,Manufacturing,Associate Professor,Mass Customer,N,No,2661 Di Loreto Point
846,Alvan,Rebichon,Male,1954-03-25 00:00:00,Manufacturing,Geologist I,Affluent Customer,N,No,036 Kedzie Terrace
847,Kelci,Morrison,Female,1991-05-26 00:00:00,Retail,Chief Design Engineer,High Net Worth,N,No,615 Spenser Drive
848,Lannie,Chat,Male,1979-06-25 00:00:00,Manufacturing,VP Product Management,Mass Customer,N,No,641 Waywood Lane
849,Sylvan,Capper,Male,1969-09-15 00:00:00,Entertainment,Librarian,Mass Customer,N,No,49 Buhler Plaza
850,Nevin,Hanfrey,Male,2000-09-24 00:00:00,Health,Clinical Specialist,Mass Customer,N,No,56 Graceland Alley
851,Cammi,Tesmond,Female,1987-12-30 00:00:00,,Project Manager,Affluent Customer,N,Yes,3 Magdeline Way
852,Andie,Bonney,Female,2000-11-04 00:00:00,Financial Services,Compensation Analyst,Affluent Customer,N,Yes,94 Anhalt Way
853,Nolana,Rotter,Female,1981-10-04 00:00:00,Retail,Media Manager I,Mass Customer,N,Yes,18 Parkside Plaza
854,Charisse,Thoresby,Female,2000-10-24 00:00:00,,Marketing Manager,Affluent Customer,N,No,681 Transport Pass
855,Bennie,Llywarch,Female,1974-10-26 00:00:00,Retail,General Manager,High Net Worth,N,Yes,6 Harper Lane
856,Peyton,Monkeman,Male,1988-10-01 00:00:00,Financial Services,Quality Engineer,Mass Customer,N,Yes,59041 Independence Point
857,Theo,,Female,1964-08-14 00:00:00,,General Manager,High Net Worth,N,No,55 Hovde Parkway
858,Barby,Charlwood,Female,1980-06-02 00:00:00,Financial Services,Internal Auditor,High Net Worth,N,Yes,36903 Reinke Trail
859,Devinne,Tommeo,Female,1978-08-02 00:00:00,Financial Services,Geologist I,Affluent Customer,N,Yes,938 Nova Junction
860,Ida,,Female,1980-08-12 00:00:00,,,High Net Worth,N,Yes,48 Bobwhite Crossing
861,Rebekah,Dmych,Female,1977-05-24 00:00:00,Financial Services,Senior Financial Analyst,High Net Worth,N,No,7391 Ruskin Parkway
862,Worden,Fossitt,Male,1977-12-27 00:00:00,Argiculture,Information Systems Manager,High Net Worth,N,Yes,677 Butternut Crossing
863,Kessiah,Logg,Female,1961-09-10 00:00:00,Financial Services,Senior Financial Analyst,Affluent Customer,N,No,8360 Washington Avenue
864,Regen,Nares,Male,1970-03-06 00:00:00,Retail,,High Net Worth,N,Yes,519 Maywood Pass
865,Germain,De la Harpe,Female,1965-04-12 00:00:00,Telecommunications,Desktop Support Technician,Mass Customer,N,No,6712 Nova Crossing
866,Stanislaus,Gottelier,Male,1973-01-05 00:00:00,,Associate Professor,Affluent Customer,N,Yes,383 Rockefeller Junction
867,Lura,MacKim,Female,1973-05-10 00:00:00,,VP Marketing,Mass Customer,N,No,71039 Packers Street
868,Effie,Duddy,Female,1979-07-18 00:00:00,Financial Services,VP Accounting,Mass Customer,N,Yes,5 Hauk Lane
869,Addia,Abels,Female,1984-03-11 00:00:00,Financial Services,Account Representative I,High Net Worth,N,Yes,02377 Maywood Trail
870,Hugh,Wilce,Male,1964-01-29 00:00:00,Health,Pharmacist,Mass Customer,N,No,2 School Street
871,Janka,Yesinin,Female,1992-01-20 00:00:00,,,Mass Customer,N,Yes,9254 Straubel Street
872,Suki,Ivachyov,Female,1971-04-28 00:00:00,IT,Structural Engineer,Mass Customer,N,No,3 Glacier Hill Parkway
873,Worthington,Penwarden,Male,1959-12-23 00:00:00,Health,Occupational Therapist,Affluent Customer,N,Yes,029 Springview Place
874,Howard,Oseland,Male,2001-05-05 00:00:00,Health,,Mass Customer,N,Yes,1 Springview Place
875,Caryl,Linnett,Male,1999-02-23 00:00:00,Financial Services,Recruiting Manager,Mass Customer,N,Yes,60 Meadow Valley Avenue
876,Neil,Jencey,Male,1968-10-06 00:00:00,IT,Physical Therapy Assistant,High Net Worth,N,No,42 Thompson Hill
877,Didi,Milne,Female,1988-05-13 00:00:00,Financial Services,Accounting Assistant III,Mass Customer,N,Yes,2 Pankratz Street
878,Clarence,Silby,Male,1982-11-01 00:00:00,Manufacturing,Environmental Specialist,Mass Customer,N,Yes,65345 Marcy Crossing
879,Hestia,Smetoun,Female,1978-08-02 00:00:00,,,Mass Customer,N,No,77 Pawling Pass
880,Neely,Lundon,Female,1963-12-31 00:00:00,,Internal Auditor,High Net Worth,N,Yes,06419 Dayton Junction
881,Carmella,O' Lone,Female,1980-05-07 00:00:00,,Information Systems Manager,High Net Worth,N,No,5 Hauk Way
882,Esmaria,Lythgoe,Female,1965-09-29 00:00:00,Property,,Mass Customer,N,Yes,923 Westerfield Junction
883,Lolita,Bennie,U,,IT,Recruiter,Mass Customer,N,Yes,707 Spaight Place
884,Pepito,Lamming,Male,1978-01-30 00:00:00,Property,Web Designer IV,Mass Customer,N,No,89 Monument Place
885,Yancey,Wivell,Male,1966-11-11 00:00:00,Financial Services,Statistician IV,Mass Customer,N,No,583 Coleman Parkway
886,Dawna,McCullen,Female,1974-11-15 00:00:00,Health,Accounting Assistant III,Mass Customer,N,No,376 Buena Vista Street
887,Patrizius,Hardinge,Male,1997-11-17 00:00:00,Manufacturing,,High Net Worth,N,No,91457 Anderson Avenue
888,Chickie,Gulleford,Female,1963-11-10 00:00:00,Manufacturing,Accountant IV,Mass Customer,N,No,39 Ronald Regan Alley
889,Ezequiel,Coggeshall,Male,1967-02-19 00:00:00,Retail,Sales Representative,Affluent Customer,N,Yes,1 5th Parkway
890,Tony,Cordsen,Female,1974-02-01 00:00:00,Health,Dental Hygienist,Mass Customer,N,Yes,7 Meadow Ridge Center
891,Talbot,Andrioni,Male,1981-08-06 00:00:00,Health,Occupational Therapist,High Net Worth,N,Yes,41821 Sheridan Center
892,Conroy,Healy,U,,IT,Office Assistant II,Mass Customer,N,Yes,7 Reindahl Center
893,Gibby,Fearnley,Male,1983-09-11 00:00:00,IT,Geologist I,Mass Customer,N,No,6382 Bayside Street
894,Catie,Kibbey,Female,1970-12-18 00:00:00,Financial Services,Desktop Support Technician,High Net Worth,N,Yes,850 Manitowish Avenue
895,Juli,Curness,Female,1966-09-03 00:00:00,,,Mass Customer,N,Yes,88 Comanche Point
896,Idell,Belderson,Female,1978-06-10 00:00:00,,VP Sales,Mass Customer,N,No,13845 Hayes Center
897,Pris,Fance,Female,1969-01-11 00:00:00,Manufacturing,Account Executive,Mass Customer,N,No,88022 South Road
898,Reyna,Braizier,Female,1977-08-28 00:00:00,Financial Services,General Manager,Affluent Customer,N,No,9 Northridge Lane
899,Teodora,Lawling,Female,1963-08-05 00:00:00,Health,Business Systems Development Analyst,Affluent Customer,N,Yes,95530 Hallows Circle
900,Clevey,Ivamy,Male,1990-08-07 00:00:00,Manufacturing,Associate Professor,Mass Customer,N,Yes,97 Karstens Place
901,Letta,McCarter,Female,1975-04-27 00:00:00,Retail,,Mass Customer,N,Yes,237 Summit Pass
902,Selene,Vasiltsov,Female,1989-07-26 00:00:00,Retail,Staff Scientist,Mass Customer,N,No,1 Cottonwood Street
903,Hewe,Lidgley,Male,1961-07-03 00:00:00,Financial Services,,Mass Customer,N,No,8642 Forest Run Avenue
904,Kariotta,Ludman,Female,1974-05-06 00:00:00,,Database Administrator II,High Net Worth,N,Yes,352 Bonner Crossing
905,Dorian,Drinkel,Female,1978-02-11 00:00:00,Manufacturing,Safety Technician II,Affluent Customer,N,No,52726 High Crossing Junction
906,Cammy,Marcroft,Male,1998-12-30 00:00:00,Financial Services,Financial Analyst,High Net Worth,N,Yes,60086 Summit Lane
907,Eamon,McWhin,Male,1978-12-25 00:00:00,Property,Sales Associate,High Net Worth,N,Yes,5 Farmco Way
908,Carry,Tomlett,Female,1980-08-28 00:00:00,Financial Services,,Affluent Customer,N,Yes,33 Kropf Hill
909,Suzette,Surgison,Female,1960-01-04 00:00:00,,Operator,High Net Worth,N,Yes,2 Derek Pass
910,Lewes,Foulcher,Male,1986-04-26 00:00:00,Financial Services,Biostatistician I,Mass Customer,N,No,87140 Mandrake Lane
911,Marcellus,Shawcroft,Male,1974-10-13 00:00:00,Property,Structural Analysis Engineer,Affluent Customer,N,No,69278 High Crossing Place
912,Vince,Dalmon,Male,1968-07-19 00:00:00,Retail,Sales Representative,Mass Customer,N,Yes,42 Cordelia Park
913,Dayle,Spearman,Female,2000-10-28 00:00:00,Financial Services,,Mass Customer,N,No,50 2nd Center
914,Marc,Egleton,Male,1999-06-16 00:00:00,Manufacturing,Chemical Engineer,Affluent Customer,N,Yes,8 Colorado Circle
915,Austina,Orrice,Female,1984-09-07 00:00:00,Entertainment,Budget/Accounting Analyst IV,Mass Customer,N,No,55 Daystar Court
916,Joycelin,,Female,1991-06-18 00:00:00,,Recruiter,Affluent Customer,N,No,21 Dwight Crossing
917,Odo,MacKaig,Male,1964-05-06 00:00:00,Financial Services,VP Product Management,Mass Customer,N,No,3828 Norway Maple Avenue
918,Mahmud,Chiles,Male,1975-02-26 00:00:00,Health,Internal Auditor,High Net Worth,N,No,3044 Summer Ridge Center
919,Grove,Peltzer,Male,1987-07-17 00:00:00,Health,Registered Nurse,Mass Customer,N,Yes,43455 Carey Center
920,Stefano,Thornborrow,Male,1976-01-19 00:00:00,Health,Software Test Engineer IV,Mass Customer,N,Yes,57953 Drewry Street
921,Gretchen,Seneschal,Female,1979-12-19 00:00:00,Manufacturing,Help Desk Technician,Mass Customer,N,No,3 Luster Junction
922,Bekki,Ralston,Female,1972-10-10 00:00:00,Financial Services,Operator,Mass Customer,N,No,9987 Stuart Alley
923,Garrek,Grimwade,Male,1977-06-26 00:00:00,Financial Services,Senior Financial Analyst,High Net Worth,N,No,2309 Gulseth Way
924,Clementius,Hambric,Male,1976-11-08 00:00:00,,Computer Systems Analyst II,Affluent Customer,N,No,730 Dixon Place
925,Nicko,Pembridge,Male,1978-08-07 00:00:00,Manufacturing,Accountant IV,Affluent Customer,N,No,10421 Cordelia Parkway
926,Terrel,Matthisson,Male,1965-10-14 00:00:00,Telecommunications,Professor,Affluent Customer,N,No,35454 Welch Hill
927,Jarret,,Male,1966-02-19 00:00:00,Financial Services,Cost Accountant,Mass Customer,N,Yes,3403 Spenser Terrace
928,Porty,Clemmitt,Male,1973-05-14 00:00:00,,Associate Professor,High Net Worth,N,Yes,06 Oneill Parkway
929,Kippy,Conerding,Male,1965-09-04 00:00:00,Financial Services,Database Administrator III,Mass Customer,N,Yes,243 Ridge Oak Center
930,Evelina,Dinan,Female,1971-11-10 00:00:00,Retail,Executive Secretary,Mass Customer,N,Yes,4 Eastlawn Crossing
931,Katrina,Sappson,Female,1999-08-07 00:00:00,Manufacturing,Design Engineer,Affluent Customer,N,Yes,33 Farwell Crossing
932,Yoko,Dowrey,Female,1989-07-20 00:00:00,,Graphic Designer,Mass Customer,N,No,5 Reindahl Point
933,Melany,L'oiseau,Female,1996-05-19 00:00:00,Retail,Help Desk Operator,Mass Customer,N,Yes,8882 Valley Edge Junction
934,Marcellus,Louisot,Male,1996-01-22 00:00:00,Manufacturing,Human Resources Manager,Mass Customer,N,No,633 Cordelia Alley
935,Aldin,Cracker,Male,1994-09-12 00:00:00,,Marketing Manager,Mass Customer,N,Yes,32 Dennis Hill
936,Raffaello,Godleman,Male,1988-05-16 00:00:00,Health,Speech Pathologist,High Net Worth,N,No,54905 Anniversary Pass
937,Nikolos,McKyrrelly,Male,1985-11-15 00:00:00,Manufacturing,Human Resources Assistant IV,Affluent Customer,N,No,5 Gale Street
938,Corabelle,,Female,1996-04-06 00:00:00,Retail,Technical Writer,Mass Customer,N,No,5413 Burning Wood Plaza
939,Cristian,Theodoris,Male,1961-01-10 00:00:00,Manufacturing,Product Engineer,Mass Customer,N,No,6183 Morrow Court
940,Marnia,Claesens,Female,1987-06-16 00:00:00,Manufacturing,Administrative Officer,Mass Customer,N,No,9 Colorado Trail
941,Tye,Doohan,Male,1995-02-02 00:00:00,Financial Services,Recruiting Manager,Affluent Customer,N,Yes,627 Ronald Regan Alley
942,Shirley,Brook,Female,1974-02-07 00:00:00,Financial Services,Director of Sales,Mass Customer,N,Yes,93446 Eagle Crest Plaza
943,Holly,Gamett,Male,1979-09-17 00:00:00,Property,Legal Assistant,Affluent Customer,N,Yes,9 Clyde Gallagher Plaza
944,Anderea,Dallewater,Female,1976-01-12 00:00:00,Manufacturing,,Mass Customer,N,No,56709 Petterle Street
945,Hebert,Bernocchi,Male,1998-08-26 00:00:00,,Human Resources Manager,High Net Worth,N,Yes,221 Coolidge Parkway
946,Bettina,Farrer,Female,1961-07-17 00:00:00,Manufacturing,Research Associate,High Net Worth,N,No,33564 Jana Court
947,Hyacinth,Naldrett,Female,1986-03-10 00:00:00,Health,Pharmacist,Mass Customer,N,No,7 Starling Crossing
948,Yardley,Argo,Male,1969-08-09 00:00:00,,Recruiting Manager,Affluent Customer,N,No,283 Ryan Street
949,Jarid,Grebner,Male,1975-09-07 00:00:00,Health,Executive Secretary,Mass Customer,N,Yes,97 Aberg Pass
950,Bret,Ivakhnov,U,,IT,Recruiter,High Net Worth,N,Yes,0 Menomonie Avenue
951,Meryl,Dumbar,Male,1999-09-29 00:00:00,Entertainment,Assistant Media Planner,Mass Customer,N,No,20 Carpenter Parkway
952,Marina,Andresen,Female,1971-06-13 00:00:00,Financial Services,VP Sales,Affluent Customer,N,Yes,14796 Ramsey Street
953,Jasmin,Brodeur,Female,1979-05-23 00:00:00,,,Mass Customer,N,No,1346 Forest Dale Point
954,Alain,Immins,Male,1995-02-28 00:00:00,Manufacturing,VP Quality Control,Mass Customer,N,Yes,217 Meadow Vale Point
955,Teresina,Gibbie,Female,1989-10-01 00:00:00,Health,Research Nurse,Mass Customer,N,Yes,341 Saint Paul Lane
956,Ezechiel,Pettecrew,Male,1960-09-26 00:00:00,Manufacturing,Nuclear Power Engineer,Mass Customer,N,Yes,7823 Village Green Park
957,Jamima,Gannan,Female,1994-08-20 00:00:00,Manufacturing,Automation Specialist I,Affluent Customer,N,Yes,382 Dayton Lane
958,Kristofor,Saulter,Male,1964-01-14 00:00:00,Health,Biostatistician IV,High Net Worth,N,No,4 Kennedy Trail
959,Katharina,Jennins,Female,1986-10-26 00:00:00,,Staff Scientist,Affluent Customer,N,Yes,4364 Gale Park
960,Lannie,Crumley,Male,1968-10-10 00:00:00,Health,GIS Technical Architect,Mass Customer,N,Yes,2379 Dorton Pass
961,Rosamund,Shelton,Female,1986-08-10 00:00:00,Financial Services,Assistant Manager,Mass Customer,N,No,5 Hintze Hill
962,Granger,Tuftin,Male,1977-09-07 00:00:00,,VP Product Management,High Net Worth,N,Yes,58 High Crossing Place
963,Valery,Haresign,Female,1968-07-28 00:00:00,,Budget/Accounting Analyst I,High Net Worth,N,Yes,1 Ridgeway Court
964,Rhetta,Grellier,Female,1994-01-24 00:00:00,Financial Services,Assistant Professor,High Net Worth,N,No,00 Park Meadow Terrace
965,Meggie,Whitchurch,Female,1997-06-18 00:00:00,Retail,Structural Engineer,High Net Worth,N,Yes,29419 Harper Circle
966,Krystyna,Linning,Female,1978-11-05 00:00:00,Retail,Speech Pathologist,High Net Worth,N,Yes,1601 Judy Drive
967,April,Causon,Female,1999-10-04 00:00:00,Manufacturing,Sales Associate,Affluent Customer,N,Yes,7628 Larry Trail
968,Wayne,Woodfin,Male,1955-06-16 00:00:00,IT,Accountant IV,High Net Worth,N,Yes,004 Lawn Trail
969,Jo,Mallinar,Female,1978-09-19 00:00:00,Health,Health Coach IV,High Net Worth,N,Yes,42 Dahle Parkway
970,Kellyann,Hawton,Female,1980-06-26 00:00:00,Financial Services,VP Accounting,High Net Worth,N,Yes,1472 Meadow Vale Lane
971,Sarge,Lerohan,Male,1988-10-25 00:00:00,Manufacturing,Geologist I,High Net Worth,N,No,95 Old Gate Junction
