address_id,country,state,postcode,address,property_valuation
992,Australia,NSW,2194,8298 Texas Alley,10
993,Australia,NSW,2146,1 Continental Center,9
994,Australia,NSW,2768,0465 Melrose Alley,9
995,Australia,VIC,3073,5357 Mcguire Plaza,9
996,Australia,VIC,3136,4757 Texas Trail,9
997,Australia,QLD,4869,27 Sunfield Center,3
998,Australia,VIC,3127,656 Bartelt Parkway,12
999,Australia,QLD,4078,610 Lakewood Gardens Point,7
1000,Australia,VIC,3182,61 Lukken Plaza,6
1001,Australia,NSW,2165,67 Holmberg Way,9
1002,Australia,VIC,3046,3383 Fair Oaks Circle,8
1003,Australia,NSW,2066,2 Vermont Avenue,12
1004,Australia,NSW,2065,486 Atwood Pass,12
1005,Australia,QLD,4380,05 Loftsgordon Pass,9
1006,Australia,NSW,2340,570 Butternut Pass,4
1007,Australia,NSW,2769,63 Grayhawk Pass,9
1008,Australia,QLD,4220,44594 5th Street,9
1009,Australia,NSW,2179,495 Elmside Drive,8
1010,Australia,NSW,2527,9 Macpherson Avenue,8
1011,Australia,VIC,3024,738 Division Street,8
1012,Australia,VIC,3934,5 Sheridan Circle,11
1013,Australia,NSW,2027,42 Lunder Drive,11
1014,Australia,VIC,3109,3 Hayes Court,10
1015,Australia,NSW,2540,711 Sachtjen Point,8
1016,Australia,NSW,2145,16395 Nevada Lane,10
1017,Australia,NSW,2761,0996 Cody Terrace,8
1018,Australia,NSW,2136,80424 Corben Alley,10
1019,Australia,NSW,2145,37208 Golf View Terrace,8
1020,Australia,VIC,3124,1128 Golden Leaf Center,9
1021,Australia,VIC,3046,4885 Stone Corner Alley,8
1022,Australia,NSW,2153,66 Hudson Crossing,10
1023,Australia,NSW,2069,5287 Wayridge Alley,12
1024,Australia,NSW,2046,15393 Cody Lane,9
1025,Australia,NSW,2484,1 Mcbride Center,6
1026,Australia,VIC,3225,4870 Shelley Alley,7
1027,Australia,QLD,4053,65634 Del Mar Crossing,7
1028,Australia,VIC,3145,8572 Melvin Drive,11
1029,Australia,QLD,4068,5549 Bay Point,9
1030,Australia,NSW,2324,9 Forest Circle,3
1031,Australia,NSW,2214,6 Kedzie Hill,9
1032,Australia,NSW,2041,60601 Hoffman Court,12
1033,Australia,NSW,2031,1715 Scoville Drive,11
1034,Australia,VIC,3809,85 Laurel Trail,6
1035,Australia,NSW,2454,3082 Almo Center,4
1036,Australia,QLD,4556,27135 Melvin Plaza,8
1037,Australia,NSW,2065,40 Kinsman Pass,10
1038,Australia,NSW,2216,094 Green Road,11
1039,Australia,QLD,4573,91 Spohn Plaza,7
1040,Australia,QLD,4570,5 Jana Drive,1
1041,Australia,NSW,2154,201 Pepper Wood Avenue,11
1042,Australia,NSW,2171,4408 Haas Way,9
1043,Australia,NSW,2871,6 Pawling Trail,7
1044,Australia,VIC,3034,31111 Hoepker Road,9
1045,Australia,VIC,3082,79 Lighthouse Bay Lane,8
1046,Australia,NSW,2131,2354 Forster Road,11
1047,Australia,VIC,3207,5271 Vernon Court,10
1048,Australia,VIC,3184,06 Declaration Hill,11
1049,Australia,NSW,2250,07716 5th Alley,5
1050,Australia,NSW,2118,10 Pennsylvania Hill,11
1051,Australia,NSW,2570,2330 Huxley Crossing,10
1052,Australia,NSW,2260,5811 Hanson Lane,7
1053,Australia,NSW,2065,7 Main Crossing,12
1054,Australia,VIC,3977,682 Spenser Plaza,6
1055,Australia,NSW,2016,1149 Riverside Parkway,11
1056,Australia,NSW,2112,1176 Pine View Lane,11
1057,Australia,NSW,2137,22 Sachtjen Avenue,12
1058,Australia,NSW,2228,6 Pankratz Crossing,11
1059,Australia,NSW,2217,6988 Acker Crossing,10
1060,Australia,NSW,2223,9993 Mccormick Street,8
1061,Australia,NSW,2018,7 Holmberg Circle,9
1062,Australia,VIC,3109,7 Village Green Circle,10
1063,Australia,NSW,2315,4044 Tennessee Parkway,9
1064,Australia,NSW,2170,4297 Emmet Lane,8
1065,Australia,QLD,4053,6 Sycamore Drive,7
1066,Australia,QLD,4300,6 Barby Road,4
1067,Australia,NSW,2619,37495 Summerview Park,7
1068,Australia,NSW,2452,3 Center Crossing,3
1069,Australia,NSW,2229,19386 Burrows Way,10
1070,Australia,NSW,2800,4 Quincy Trail,3
1071,Australia,NSW,2880,69881 Westport Parkway,1
1072,Australia,NSW,2515,44 Ramsey Road,9
1073,Australia,QLD,4020,12764 Raven Plaza,7
1074,Australia,NSW,2193,356 Petterle Way,9
1075,Australia,NSW,2064,2827 Fallview Lane,9
1076,Australia,QLD,4220,7 Del Sol Road,9
1077,Australia,NSW,2450,05415 Basil Junction,8
1078,Australia,QLD,4152,09 Warbler Court,9
1079,Australia,QLD,4035,847 David Hill,8
1080,Australia,NSW,2322,24596 Hoepker Avenue,4
1081,Australia,QLD,4509,75 Mesta Hill,7
1082,Australia,VIC,3138,7258 Mandrake Terrace,9
1083,Australia,VIC,3029,84741 Scoville Terrace,5
1084,Australia,VIC,3441,04328 Rowland Plaza,9
1085,Australia,VIC,3136,332 Maywood Crossing,9
1086,Australia,NSW,2121,6026 Graceland Crossing,11
1087,Australia,VIC,3023,0 Fremont Court,7
1088,Australia,VIC,3337,5515 Artisan Center,3
1089,Australia,NSW,2216,0 Nevada Pass,10
1090,Australia,QLD,4074,06 Heffernan Junction,7
1091,Australia,NSW,2101,04 Onsgard Center,9
1092,Australia,NSW,2153,37 Division Way,9
1093,Australia,NSW,2164,9623 Fisk Plaza,8
1094,Australia,NSW,2160,9419 Homewood Way,9
1095,Australia,NSW,2756,26349 Spaight Junction,8
1096,Australia,QLD,4510,1063 Forest Avenue,3
1097,Australia,NSW,2075,548 Dahle Lane,11
1098,Australia,NSW,2647,4 Barby Road,3
1099,Australia,NSW,2154,258 Luster Court,10
1100,Australia,NSW,2565,22669 Lien Center,6
1101,Australia,NSW,2731,9 Autumn Leaf Court,4
1102,Australia,VIC,3185,9 Superior Plaza,11
1103,Australia,NSW,2164,86603 Dexter Road,9
1104,Australia,NSW,2323,8 Ridgeview Park,5
1105,Australia,VIC,3130,4754 Ramsey Junction,9
1106,Australia,VIC,3757,9 Dayton Alley,7
1107,Australia,VIC,3284,08 Carey Center,6
1108,Australia,NSW,2204,915 Thackeray Junction,11
1109,Australia,NSW,2037,515 3rd Road,12
1110,Australia,QLD,4211,184 Roth Pass,7
1111,Australia,NSW,2153,84 Porter Alley,10
1112,Australia,NSW,2527,79494 Ruskin Circle,9
1113,Australia,NSW,2747,98 Schiller Junction,9
1114,Australia,NSW,2152,20519 Katie Circle,8
1115,Australia,NSW,2118,2273 Oneill Place,11
1116,Australia,NSW,2168,03 6th Alley,9
1117,Australia,NSW,2067,8548 Hanover Park,11
1118,Australia,VIC,3021,4079 Lindbergh Center,8
1119,Australia,NSW,2573,338 Grasskamp Lane,7
1120,Australia,NSW,2118,0355 3rd Drive,11
1121,Australia,NSW,2759,0182 Esker Center,9
1122,Australia,VIC,3185,48 Sheridan Road,11
1123,Australia,NSW,2206,1879 Mitchell Center,10
1124,Australia,QLD,4869,81114 7th Place,4
1125,Australia,QLD,4226,1 Nevada Park,8
1126,Australia,NSW,2062,6 Buell Point,12
1127,Australia,QLD,4814,4284 Debra Drive,3
1128,Australia,VIC,3076,8 Hansons Street,7
1129,Australia,QLD,4815,7674 Roxbury Junction,4
1130,Australia,NSW,2076,771 Sugar Way,11
1131,Australia,NSW,2539,1792 Judy Road,6
1132,Australia,NSW,2147,92 Melvin Hill,9
1133,Australia,VIC,3184,592 Merry Lane,3
1134,Australia,QLD,4503,6 Dapin Park,6
1135,Australia,QLD,4127,03 Holmberg Park,2
1136,Australia,NSW,2206,8587 Graceland Way,10
1137,Australia,VIC,3162,91 Messerschmidt Trail,11
1138,Australia,NSW,2526,5998 Bayside Terrace,9
1139,Australia,NSW,2579,107 Moland Court,5
1140,Australia,NSW,2177,4439 7th Terrace,9
1141,Australia,VIC,3165,2272 Dennis Alley,10
1142,Australia,VIC,3201,0 Scofield Plaza,4
1143,Australia,NSW,2768,51152 Brickson Park Crossing,9
1144,Australia,NSW,2160,4668 Coleman Street,5
1145,Australia,NSW,2148,8 Moland Junction,7
1146,Australia,QLD,4502,1 Raven Junction,4
1147,Australia,NSW,2166,40570 Acker Alley,9
1148,Australia,QLD,4551,893 Petterle Trail,10
1149,Australia,QLD,4127,84 Monument Terrace,4
1150,Australia,NSW,2222,0103 Bay Junction,11
1151,Australia,NSW,2710,9618 Havey Place,1
1152,Australia,QLD,4510,098 Veith Hill,3
1153,Australia,NSW,2090,03058 Shoshone Lane,12
1154,Australia,VIC,3038,7975 Browning Plaza,4
1155,Australia,VIC,3551,154 Cambridge Point,8
1156,Australia,NSW,2250,3 Sachs Point,7
1157,Australia,QLD,4122,0386 Mayfield Way,7
1158,Australia,VIC,3031,24 Merchant Plaza,10
1159,Australia,VIC,3145,353 Oneill Park,9
1160,Australia,VIC,3142,92867 Lukken Lane,9
1161,Australia,NSW,2710,11 Corscot Plaza,1
1162,Australia,NSW,2576,13 Buhler Plaza,8
1163,Australia,QLD,4209,72673 Mayfield Trail,6
1164,Australia,VIC,3442,42739 Moose Pass,8
1165,Australia,NSW,2153,3 Atwood Lane,10
1166,Australia,QLD,4064,378 Prentice Point,9
1167,Australia,QLD,4152,95 Forest Run Drive,8
1168,Australia,NSW,2230,20 Main Road,9
1169,Australia,NSW,2127,71 Cherokee Hill,7
1170,Australia,NSW,2529,698 Summer Ridge Way,7
1171,Australia,NSW,2170,79 Grasskamp Center,9
1172,Australia,NSW,2212,6541 Dahle Junction,9
1173,Australia,NSW,2150,858 Swallow Parkway,8
1174,Australia,NSW,2118,0005 Independence Drive,9
1175,Australia,QLD,4012,525 Kedzie Street,8
1176,Australia,NSW,2747,03890 Logan Court,8
1177,Australia,QLD,4217,8 Clyde Gallagher Court,8
1178,Australia,NSW,2430,62 Elka Terrace,3
1179,Australia,VIC,3039,85931 Johnson Alley,6
1180,Australia,NSW,2017,63588 Clove Court,9
1181,Australia,NSW,2213,86 Stang Way,10
1182,Australia,NSW,2061,84 Westridge Hill,10
1183,Australia,VIC,3644,53740 Vera Parkway,1
1184,Australia,NSW,2104,2 Ramsey Parkway,11
1185,Australia,VIC,3173,651 Mesta Drive,9
1186,Australia,NSW,2830,1 Merrick Parkway,2
1187,Australia,NSW,2044,135 Crest Line Drive,10
1188,Australia,NSW,2168,63576 Anzinger Trail,9
1189,Australia,NSW,2320,05 Charing Cross Plaza,5
1190,Australia,QLD,4118,261 Farmco Drive,4
1191,Australia,VIC,3043,0 Northport Hill,8
1192,Australia,NSW,2251,894 Maple Wood Drive,10
1193,Australia,NSW,2560,05 Daystar Lane,8
1194,Australia,NSW,2873,81167 Division Hill,1
1195,Australia,NSW,2541,761 Bellgrove Lane,7
1196,Australia,QLD,4350,614 Shopko Trail,3
1197,Australia,NSW,2761,1911 Waxwing Point,9
1198,Australia,NSW,2155,0 Kedzie Junction,10
1199,Australia,QLD,4017,0108 Forster Parkway,6
1200,Australia,NSW,2222,466 Briar Crest Junction,10
1201,Australia,NSW,2222,6072 Ridge Oak Junction,10
1202,Australia,VIC,3429,31445 Morningstar Drive,5
1203,Australia,NSW,2321,22619 Schurz Street,4
1204,Australia,NSW,2079,61 Kim Avenue,10
1205,Australia,VIC,3072,12103 Merchant Circle,9
1206,Australia,NSW,2230,3 Porter Center,9
1207,Australia,NSW,2007,7 Luster Trail,8
1208,Australia,NSW,2620,7 Dahle Avenue,9
1209,Australia,VIC,3034,7 Magdeline Trail,10
1210,Australia,NSW,2086,275 Lindbergh Parkway,11
1211,Australia,NSW,2231,592 Tennessee Alley,10
1212,Australia,VIC,3175,0 American Ash Parkway,7
1213,Australia,NSW,2580,387 Pawling Drive,4
1214,Australia,VIC,3037,0 Evergreen Road,7
1215,Australia,VIC,3550,51529 Cascade Place,4
1216,Australia,VIC,3218,457 Ryan Road,7
1217,Australia,NSW,2020,94219 Buell Circle,9
1218,Australia,VIC,3930,267 Lukken Park,9
1219,Australia,NSW,2480,54 Harbort Road,7
1220,Australia,NSW,2259,81 American Place,6
1221,Australia,VIC,3130,2388 Thackeray Place,10
1222,Australia,VIC,3029,85957 Basil Way,7
1223,Australia,NSW,2285,01 Cottonwood Junction,7
1224,Australia,NSW,2830,37 Sutherland Terrace,4
1225,Australia,NSW,2119,7929 Grasskamp Trail,11
1226,Australia,NSW,2153,4 Hoard Pass,9
1227,Australia,NSW,2120,2 Dunning Alley,10
1228,Australia,QLD,4573,61949 7th Road,8
1229,Australia,NSW,2085,26 Lotheville Court,11
1230,Australia,NSW,2763,3765 Mandrake Alley,9
1231,Australia,NSW,2852,67348 Lakewood Gardens Road,2
1232,Australia,VIC,3030,014 Birchwood Parkway,7
1233,Australia,VIC,3677,17357 Katie Center,4
1234,Australia,VIC,3030,5772 Kennedy Junction,5
1235,Australia,QLD,4122,560 Melody Alley,7
1236,Australia,NSW,2760,92 Waubesa Center,8
1237,Australia,NSW,2750,359 Kropf Point,9
1238,Australia,VIC,3806,75 Scott Place,7
1239,Australia,NSW,2155,2 Eliot Lane,11
1240,Australia,NSW,2127,3466 Truax Terrace,8
1241,Australia,NSW,2155,9 7th Terrace,10
1242,Australia,QLD,4873,65209 Merrick Avenue,2
1243,Australia,QLD,4820,90351 Duke Junction,1
1244,Australia,QLD,4873,47 Glacier Hill Junction,2
1245,Australia,QLD,4817,7978 Carberry Way,2
1246,Australia,QLD,4818,795 Arapahoe Hill,7
1247,Australia,QLD,4519,6 Lerdahl Plaza,6
1248,Australia,QLD,4806,60320 Emmet Road,4
1249,Australia,QLD,4805,11 Golf Pass,2
1250,Australia,QLD,4701,563 Northport Drive,1
1251,Australia,NSW,2478,8 Eggendart Court,9
1252,Australia,QLD,4560,91336 Spenser Street,6
1253,Australia,QLD,4740,33 Rockefeller Avenue,2
1254,Australia,QLD,4720,71 Sundown Circle,1
1255,Australia,QLD,4702,33 Bayside Way,1
1256,Australia,QLD,4702,23 Hollow Ridge Avenue,2
1257,Australia,QLD,4127,16623 Mariners Cove Plaza,2
1258,Australia,QLD,4670,884 Shoshone Lane,3
1259,Australia,QLD,4670,12 Prentice Point,1
1260,Australia,QLD,4670,7008 Warner Park,2
1261,Australia,QLD,4655,51673 Heffernan Park,3
1262,Australia,QLD,4610,32 Meadow Ridge Alley,1
1263,Australia,QLD,4655,37 Clarendon Lane,3
1264,Australia,QLD,4551,7 Onsgard Court,9
1265,Australia,QLD,4702,543 Victoria Park,6
1266,Australia,QLD,4702,640 Toban Hill,6
1267,Australia,QLD,4506,93 Corben Crossing,4
1268,Australia,QLD,4503,26 Portage Junction,5
1269,Australia,QLD,4503,7928 Mendota Circle,2
1270,Australia,QLD,4512,1075 Raven Place,7
1271,Australia,QLD,4511,0 Summerview Pass,2
1272,Australia,QLD,4500,7310 Shopko Trail,8
1273,Australia,QLD,4380,6659 Kenwood Plaza,1
1274,Australia,QLD,4370,41 Knutson Alley,4
1275,Australia,QLD,4817,67396 Roxbury Court,3
1276,Australia,QLD,4350,55 Hauk Court,7
1277,Australia,QLD,4213,131 Tony Road,8
1278,Australia,QLD,4340,791 Elgar Trail,5
1279,Australia,QLD,4122,617 Welch Street,7
1280,Australia,QLD,4306,1 Namekagon Plaza,8
1281,Australia,QLD,4306,3 Blaine Road,6
1282,Australia,QLD,4306,77 Pankratz Plaza,8
1283,Australia,QLD,4306,4081 Veith Lane,4
1284,Australia,QLD,4306,55 Elgar Park,7
1285,Australia,QLD,4306,9821 Fair Oaks Trail,1
1286,Australia,QLD,4305,19679 Buell Pass,5
1287,Australia,QLD,4304,8 Kinsman Alley,2
1288,Australia,QLD,4301,9989 Toban Way,3
1289,Australia,QLD,4300,378 Butterfield Pass,6
1290,Australia,QLD,4212,7 Schurz Parkway,7
1291,Australia,QLD,4209,07780 Autumn Leaf Drive,7
1292,Australia,QLD,4211,87 Reinke Drive,6
1293,Australia,QLD,4210,3 Gina Center,7
1294,Australia,QLD,4205,029 Scott Center,5
1295,Australia,QLD,4051,36072 Lakewood Gardens Court,8
1296,Australia,QLD,4165,408 Grover Place,9
1297,Australia,QLD,4165,392 Ridge Oak Road,7
1298,Australia,QLD,4053,9 Sugar Junction,7
1299,Australia,QLD,4217,0917 Golf View Parkway,1
1300,Australia,QLD,4130,16039 Warrior Parkway,7
1301,Australia,QLD,4124,3 School Place,4
1302,Australia,QLD,4208,9120 Corry Avenue,7
1303,Australia,QLD,4123,2 Shoshone Way,6
1304,Australia,QLD,4118,32 Vidon Point,7
1305,Australia,QLD,4115,515 Bunting Point,8
1306,Australia,QLD,4164,67727 Westerfield Hill,9
1307,Australia,QLD,4127,0 Moland Parkway,7
1308,Australia,QLD,4115,764 Dahle Alley,8
1309,Australia,QLD,4152,72 Shasta Plaza,4
1310,Australia,NSW,2452,210 Esch Park,8
1311,Australia,VIC,3931,55326 Fulton Hill,10
1312,Australia,QLD,4280,482 Bartelt Junction,7
1313,Australia,QLD,4300,58563 Monterey Hill,2
1314,Australia,QLD,4055,889 Straubel Way,6
1315,Australia,QLD,4128,9 Dawn Court,2
1316,Australia,QLD,4500,1988 Bartillon Terrace,3
1317,Australia,QLD,4370,57384 Sycamore Park,6
1318,Australia,QLD,4017,276 Hoffman Road,8
1319,Australia,QLD,4053,98791 Johnson Way,7
1320,Australia,QLD,4020,7 John Wall Parkway,5
1321,Australia,QLD,4019,0693 Eagan Court,4
1322,Australia,VIC,3188,38 Main Park,8
1323,Australia,VIC,3977,2 Shasta Street,8
1324,Australia,VIC,3806,27 Farmco Pass,8
1325,Australia,VIC,3940,9985 Barnett Circle,7
1326,Australia,VIC,3939,60855 Fieldstone Avenue,6
1327,Australia,VIC,3910,2 Dixon Crossing,7
1328,Australia,VIC,3977,7 Canary Trail,10
1329,Australia,VIC,3840,09653 Golf View Way,2
1330,Australia,VIC,3840,433 Mockingbird Center,2
1331,Australia,VIC,3977,4 Sycamore Pass,5
1332,Australia,VIC,3810,833 Sherman Court,6
1333,Australia,VIC,3806,0 Fulton Drive,8
1334,Australia,VIC,3804,02885 Buhler Court,9
1335,Australia,VIC,3805,8766 Onsgard Plaza,8
1336,Australia,VIC,3765,5061 Cottonwood Trail,7
1337,Australia,VIC,3757,05 Dahle Drive,7
1338,Australia,NSW,2582,5063 Shopko Pass,8
1339,Australia,VIC,3196,09 Hagan Pass,8
1340,Australia,VIC,3747,87897 Lighthouse Bay Pass,4
1341,Australia,VIC,3677,294 Lawn Junction,1
1342,Australia,VIC,3620,5 Springview Terrace,4
1343,Australia,VIC,3620,9 Logan Drive,2
1344,Australia,VIC,3630,6002 Del Sol Trail,2
1345,Australia,VIC,3151,77 Acker Alley,10
1346,Australia,VIC,3023,38 Hansons Place,7
1347,Australia,VIC,3564,30 Crescent Oaks Point,2
1348,Australia,VIC,3199,0784 Utah Plaza,7
1349,Australia,VIC,3500,5298 Nevada Circle,1
1350,Australia,VIC,3444,0 Ramsey Place,4
1351,Australia,VIC,3444,7006 Miller Avenue,4
1352,Australia,VIC,3076,1 Bayside Pass,8
1353,Australia,VIC,3380,43811 Golf View Road,1
1354,Australia,VIC,3340,19 Green Ridge Avenue,3
1355,Australia,VIC,3338,91079 Lukken Way,5
1356,Australia,VIC,3337,1450 Gulseth Park,5
1357,Australia,VIC,3280,1 Boyd Terrace,4
1358,Australia,VIC,3224,9 Almo Alley,5
1359,Australia,VIC,3222,016 Tony Street,5
1360,Australia,VIC,3222,02505 Mariners Cove Street,6
1361,Australia,VIC,3222,970 Sundown Place,5
1362,Australia,QLD,4164,0261 Roxbury Crossing,9
1363,Australia,VIC,3226,5413 Harbort Terrace,7
1364,Australia,VIC,3204,03444 Scott Lane,10
1365,Australia,VIC,3201,3 Schlimgen Alley,6
1366,Australia,VIC,3201,0162 Darwin Alley,6
1367,Australia,VIC,3840,66 Division Pass,1
1368,Australia,VIC,3198,6 Forster Crossing,8
1369,Australia,VIC,3198,939 Hermina Drive,8
1370,Australia,VIC,3190,393 Warrior Crossing,10
1371,Australia,VIC,3156,3962 Rigney Center,8
1372,Australia,VIC,3169,64201 Bonner Point,5
1373,Australia,VIC,3170,0 Grasskamp Pass,10
1374,Australia,VIC,3163,3831 Paget Road,6
1375,Australia,VIC,3161,46523 Mcbride Circle,9
1376,Australia,VIC,3791,29 Mallory Circle,9
1377,Australia,VIC,3156,6229 Amoth Place,8
1378,Australia,VIC,3155,952 Fairview Hill,8
1379,Australia,VIC,3977,6 La Follette Lane,6
1380,Australia,QLD,4119,6837 West Pass,7
1381,Australia,VIC,3140,28 Menomonie Street,10
1382,Australia,VIC,3136,94 Sheridan Parkway,9
1383,Australia,VIC,3818,50 Claremont Junction,6
1384,Australia,VIC,3028,70676 Eggendart Trail,8
1385,Australia,VIC,3106,5586 Buena Vista Avenue,10
1386,Australia,VIC,3082,02701 Talmadge Junction,7
1387,Australia,VIC,3099,220 Mitchell Place,9
1388,Australia,VIC,3752,02570 Tony Way,6
1389,Australia,VIC,3754,12 Alpine Lane,8
1390,Australia,VIC,3140,6 Northfield Point,9
1391,Australia,VIC,3068,7709 Bluestem Place,5
1392,Australia,VIC,3756,8108 Clyde Gallagher Crossing,4
1393,Australia,VIC,3061,79206 Independence Drive,5
1394,Australia,VIC,3048,60447 Ridgeway Plaza,6
1395,Australia,VIC,3046,4 Milwaukee Park,9
1396,Australia,QLD,4217,73506 Cordelia Lane,4
1397,Australia,VIC,3036,0 Rowland Road,9
1398,Australia,VIC,3107,42829 Charing Cross Road,8
1399,Australia,VIC,3030,7530 Sutteridge Hill,7
1400,Australia,VIC,3022,88545 Milwaukee Center,8
1401,Australia,VIC,3020,070 Shelley Terrace,4
1402,Australia,VIC,3049,12439 Kropf Way,6
1403,Australia,VIC,3015,931 Rigney Terrace,10
1404,Australia,NSW,2880,6 Anderson Court,1
1405,Australia,VIC,3500,11207 Lukken Center,2
1406,Australia,NSW,2870,4370 Haas Trail,5
1407,Australia,NSW,2259,45 Tony Trail,7
1408,Australia,NSW,2830,46 Dovetail Avenue,4
1409,Australia,NSW,2880,967 Farmco Road,1
1410,Australia,NSW,2763,623 Talisman Way,8
1411,Australia,NSW,2774,837 Evergreen Junction,8
1412,Australia,NSW,2155,21 West Avenue,10
1413,Australia,NSW,2770,83758 Kings Hill,7
1414,Australia,NSW,2750,8 Veith Alley,5
1415,Australia,NSW,2767,9 Pond Avenue,9
1416,Australia,NSW,2767,255 Doe Crossing Terrace,8
1417,Australia,NSW,2765,2 Alpine Circle,10
1418,Australia,NSW,2769,0 Talisman Trail,10
1419,Australia,NSW,2762,5700 Banding Lane,9
1420,Australia,NSW,2745,94079 Eggendart Point,9
1421,Australia,NSW,2761,87038 Sauthoff Road,7
1422,Australia,NSW,2761,4817 Fulton Junction,8
1423,Australia,NSW,2761,22 Transport Alley,9
1424,Australia,NSW,2760,1231 Grim Road,8
1425,Australia,NSW,2794,3 Rigney Center,2
1426,Australia,NSW,2759,7847 Buell Trail,8
1427,Australia,NSW,2750,42946 Fieldstone Pass,9
1428,Australia,NSW,2759,1617 Beilfuss Street,8
1429,Australia,NSW,2756,64 Everett Circle,8
1430,Australia,NSW,2756,184 Melrose Pass,11
1431,Australia,NSW,2756,8934 Park Meadow Street,8
1432,Australia,NSW,2756,14155 Evergreen Way,8
1433,Australia,NSW,2777,26607 West Hill,9
1434,Australia,NSW,2749,53649 Mandrake Place,8
1435,Australia,NSW,2154,223 Trailsway Parkway,10
1436,Australia,NSW,2749,8999 Elmside Pass,9
1437,Australia,NSW,2773,53 Steensland Parkway,10
1438,Australia,NSW,2745,8 Prairie Rose Circle,9
1439,Australia,NSW,2747,3416 Texas Pass,7
1440,Australia,NSW,2323,8088 Macpherson Hill,5
1441,Australia,NSW,2640,6418 Jenna Trail,4
1442,Australia,VIC,3690,70262 Hermina Court,2
1443,Australia,NSW,2630,89684 Coolidge Hill,1
1444,Australia,NSW,2260,00 International Junction,8
1445,Australia,NSW,2594,5 Carioca Pass,3
1446,Australia,NSW,2579,6386 Raven Road,2
1447,Australia,NSW,2567,8 Mendota Plaza,9
1448,Australia,NSW,2567,913 Londonderry Trail,8
1449,Australia,NSW,2567,58516 Tony Plaza,8
1450,Australia,NSW,2567,583 Jenna Pass,9
1451,Australia,NSW,2560,77729 Kim Plaza,7
1452,Australia,NSW,2560,1253 Ridge Oak Center,4
1453,Australia,NSW,2564,975 Melby Street,8
1454,Australia,NSW,2560,6279 Lien Junction,6
1455,Australia,NSW,2570,1435 Lukken Trail,8
1456,Australia,NSW,2207,25 Darwin Terrace,9
1457,Australia,NSW,2560,3 Independence Hill,9
1458,Australia,QLD,4503,4 Stone Corner Avenue,6
1459,Australia,NSW,2557,14179 Springs Drive,9
1460,Australia,NSW,2565,8 Green Ridge Place,9
1461,Australia,NSW,2536,55 Red Cloud Pass,5
1462,Australia,NSW,2530,21 Spohn Drive,8
1463,Australia,NSW,2207,11606 Myrtle Street,8
1464,Australia,NSW,2519,45725 Hagan Pass,9
1465,Australia,NSW,2439,93482 Jenifer Alley,10
1466,Australia,NSW,2528,04 Gulseth Plaza,8
1467,Australia,NSW,2506,0 Canary Parkway,9
1468,Australia,NSW,2487,2 Dayton Center,9
1469,Australia,NSW,2448,25607 Summer Ridge Way,5
1470,Australia,NSW,2450,828 Schlimgen Circle,5
1471,Australia,NSW,2440,558 Thompson Junction,6
1472,Australia,NSW,2290,589 Main Plaza,4
1473,Australia,NSW,2440,472 Blaine Junction,3
1474,Australia,NSW,2340,12 Express Pass,2
1475,Australia,QLD,4509,76 Norway Maple Drive,6
1476,Australia,NSW,2340,4 Oriole Hill,7
1477,Australia,NSW,2333,038 North Court,3
1478,Australia,NSW,2428,7231 Pepper Wood Point,8
1479,Australia,NSW,2263,941 La Follette Hill,10
1480,Australia,NSW,2769,2 Barby Trail,10
1481,Australia,NSW,2282,29133 Canary Circle,8
1482,Australia,NSW,2325,12 Redwing Street,4
1483,Australia,NSW,2325,57835 Ruskin Lane,5
1484,Australia,NSW,2323,7 Mifflin Terrace,3
1485,Australia,NSW,2289,7509 Prairieview Center,9
1486,Australia,NSW,2320,7 Delaware Hill,6
1487,Australia,NSW,2285,15012 Oneill Plaza,5
1488,Australia,NSW,2290,4861 School Park,3
1489,Australia,NSW,2287,9 Sycamore Pass,5
1490,Australia,NSW,2307,005 Prentice Circle,5
1491,Australia,NSW,2259,81 Artisan Park,5
1492,Australia,NSW,2261,7764 Declaration Hill,9
1493,Australia,NSW,2251,7049 Sutteridge Lane,8
1494,Australia,NSW,2250,40 Dexter Crossing,9
1495,Australia,NSW,2261,543 Morrow Terrace,8
1496,Australia,NSW,2250,36 Marquette Center,7
1497,Australia,NSW,2233,8 Arizona Way,9
1498,Australia,NSW,2450,78960 Schiller Lane,4
1499,Australia,NSW,2232,75 Hoepker Street,10
1500,Australia,NSW,2211,39677 Emmet Terrace,10
1501,Australia,NSW,2229,30 Bay Hill,12
1502,Australia,NSW,2223,6 Canary Plaza,8
1503,Australia,NSW,2228,4 Maywood Court,10
1504,Australia,NSW,2232,04489 Corscot Hill,10
1505,Australia,NSW,2227,00941 7th Place,10
1506,Australia,NSW,2223,09 Bayside Place,10
1507,Australia,NSW,2234,8802 Fisk Street,10
1508,Australia,NSW,2210,81 Darwin Court,10
1509,Australia,NSW,2219,54295 Dorton Hill,10
1510,Australia,NSW,2212,29 Spohn Drive,10
1511,Australia,NSW,2211,87746 Bellgrove Park,10
1512,Australia,NSW,2210,4517 Colorado Place,10
1513,Australia,NSW,2210,91433 Hollow Ridge Crossing,10
1514,Australia,NSW,2207,237 Garrison Way,8
1515,Australia,NSW,2260,7 Bartillon Circle,8
1516,Australia,NSW,2190,22 Nelson Terrace,10
1517,Australia,NSW,2567,96 Pepper Wood Drive,10
1518,Australia,NSW,2176,79055 Moose Terrace,9
